country,country1,country2,country_others,director,director_cn1,director_cn2,director_en1,director_en2,info,movie_name,ranking,score,score_num,year
中国香港,中国香港,,,"周星驰 Stephen Chow , 李力持 Lik-Chi Lee",周星驰,李力持,Stephen Chow,Lik-Chi Lee,"导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...
                            1999 / 中国香港 / 喜剧 剧情 爱情",喜剧之王,90,8.8,1083334,1999
美国,美国,,,查理·卓别林 Charles Chaplin,查理·卓别林,,Charles Chaplin,,"导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1936 / 美国 / 剧情 喜剧 爱情",摩登时代,91,9.3,342530,1936
韩国,韩国,,,奉俊昊 Joon-ho Bong,奉俊昊,,Joon-ho Bong,,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚",杀人回忆,92,8.9,826466,2003
美国,美国,,,詹姆斯·曼高德 James Mangold,詹姆斯·曼高德,,James Mangold,,"导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...
                            2003 / 美国 / 剧情 悬疑 惊悚",致命ID,93,8.9,936339,2003
中国香港 日本 韩国,中国香港,日本,韩国,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...
                            1997 / 中国香港 日本 韩国 / 剧情 爱情 同性",春光乍泄,94,9.0,703773,1997
美国,美国,,,戈尔·维宾斯基 Gore Verbinski,戈尔·维宾斯基,,Gore Verbinski,,"导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻",加勒比海盗,95,8.8,958919,2003
美国,美国,,,路易·西霍尤斯 Louie Psihoyos,路易·西霍尤斯,,Louie Psihoyos,,"导演: 路易·西霍尤斯 Louie Psihoyos   主演: 路易·西霍尤斯 Louie Psihoyo...
                            2009 / 美国 / 纪录片",海豚湾,96,9.3,380088,2009
美国 意大利,美国,意大利,,赛尔乔·莱翁内 Sergio Leone,赛尔乔·莱翁内,,Sergio Leone,,"导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...
                            1984 / 美国 意大利 / 犯罪 剧情",美国往事,97,9.1,466516,1984
日本,日本,,,今敏 Satoshi Kon,今敏,,Satoshi Kon,,"导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚",红辣椒,98,9.0,561038,2006
美国,美国,,,大卫·芬奇 David Fincher,大卫·芬奇,,David Fincher,,"导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...
                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚",七宗罪,99,8.8,1051150,1995
中国香港,中国香港,,,李力持 Lik-Chi Lee,李力持,,Lik-Chi Lee,,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 中国香港 / 喜剧 爱情 古装",唐伯虎点秋香,100,8.8,1212391,1993
丹麦 瑞典,丹麦,瑞典,,托马斯·温特伯格 Thomas Vinterberg,托马斯·温特伯格,,Thomas Vinterberg,,"导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情",狩猎,101,9.1,463543,2012
日本,日本,,,宫崎骏 Hayao Miyazaki,宫崎骏,,Hayao Miyazaki,,"导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动画 奇幻 冒险",幽灵公主,102,8.9,662049,1997
中国香港,中国香港,,,陈可辛 Peter Chan,陈可辛,,Peter Chan,,"导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 中国香港 / 剧情 爱情",甜蜜蜜,103,8.9,663929,1996
韩国,韩国,,,奉俊昊 Joon-ho Bong,奉俊昊,,Joon-ho Bong,,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...
                            2019 / 韩国 / 剧情",寄生虫,104,8.8,1533527,2019
美国 英国,美国,英国,,克里斯托弗·诺兰 Christopher Nolan,克里斯托弗·诺兰,,Christopher Nolan,,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚",蝙蝠侠：黑暗骑士崛起,105,8.9,806475,2012
中国大陆,中国大陆,,,"王树忱 Shuchen Wang , 钱运达 Yunda Qian",王树忱,钱运达,Shuchen Wang,Yunda Qian,"导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian   主演: 丁建华 Jianhua Din...
                            1983(中国大陆) / 2021 / 中国大陆 / 动画 奇幻",天书奇谭,106,9.2,329457,1983
韩国,韩国,,,李焕庆 Hwan-kyeong Lee,李焕庆,,Hwan-kyeong Lee,,"导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭",7号房的礼物,107,8.9,616839,2013
美国,美国,,,"唐·霍尔 Don Hall , 克里斯·威廉姆斯 Chris Williams",唐·霍尔,克里斯·威廉姆斯,Don Hall,Chris Williams,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险",超能陆战队,108,8.8,1134344,2014
美国 奥地利 瑞士,美国,奥地利,瑞士,理查德·林克莱特 Richard Linklater,理查德·林克莱特,,Richard Linklater,,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情",爱在黎明破晓前,109,8.8,790483,1995
美国,美国,,,M·奈特·沙马兰 M. Night Shyamalan,·奈特·沙马兰,,M M. Night Shyamalan,,"导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚",第六感,110,8.9,630318,1999
美国 法国,美国,法国,,理查德·林克莱特 Richard Linklater,理查德·林克莱特,,Richard Linklater,,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 法国 / 剧情 爱情",爱在日落黄昏时,111,8.9,645944,2004
郑榕 Rong Zhen中国大陆,郑榕,Rong,Zhen中国大陆,谢添 Tian Xie,谢添,,Tian Xie,,"导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...
                            1982(中国大陆) / 中国大陆 / 剧情 历史",茶馆,112,9.6,203659,1982
日本,日本,,,中岛哲也 Tetsuya Nakashima,中岛哲也,,Tetsuya Nakashima,,"导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...
                            2006 / 日本 / 剧情 歌舞",被嫌弃的松子的一生,113,8.8,769384,2006
中国香港,中国香港,,,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 中国香港 / 剧情 爱情",重庆森林,114,8.8,914963,1994
英国 美国,英国,美国,,迈克·内威尔 Mike Newell,迈克·内威尔,,Mike Newell,,"导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...
                            2005 / 英国 美国 / 悬疑 奇幻 冒险",哈利·波特与火焰杯,115,8.8,791510,2005
日本,日本,,,今敏 Satoshi Kon,今敏,,Satoshi Kon,,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 剧情 犯罪 动画 悬疑 惊悚",未麻的部屋,116,9.1,418988,1997
美国,美国,,,"彼特·道格特 Pete Docter , 罗纳尔多·德尔·卡门 Ronaldo Del Carmen",彼特·道格特,罗纳尔多·德尔·卡门,Pete Docter,Ronaldo Del Carmen,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险",头脑特工队,117,8.8,794257,2015
日本,日本,,,米林宏昌 Hiromasa Yonebayashi,米林宏昌,,Hiromasa Yonebayashi,,"导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险",借东西的小人阿莉埃蒂,118,8.9,622209,2010
日本,日本,,,泷田洋二郎 Yôjirô Takita,泷田洋二郎,,Yôjirô Takita,,"导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情",入殓师,119,8.9,738621,2008
日本,日本,,,北野武 Takeshi Kitano,北野武,,Takeshi Kitano,,"导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧",菊次郎的夏天,120,8.9,668454,1999
美国,美国,,,蒂姆·波顿 Tim Burton,蒂姆·波顿,,Tim Burton,,"导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...
                            1990 / 美国 / 剧情 爱情 奇幻",剪刀手爱德华,121,8.7,1114150,1990
美国 加拿大,美国,加拿大,,李安 Ang Lee,李安,,Ang Lee,,"导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭",断背山,122,8.8,775920,2005
美国,美国,,,梅尔·吉布森 Mel Gibson,梅尔·吉布森,,Mel Gibson,,"导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...
                            1995 / 美国 / 动作 传记 剧情 历史 战争",勇敢的心,123,8.9,602094,1995
英国 美国,英国,美国,,理查德·柯蒂斯 Richard Curtis,理查德·柯蒂斯,,Richard Curtis,,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...
                            2013 / 英国 美国 / 喜剧 爱情 奇幻",时空恋旅人,124,8.8,782749,2013
美国,美国,,,大卫·芬奇 David Fincher,大卫·芬奇,,David Fincher,,"导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚",消失的爱人,125,8.7,1064123,2014
中国香港,中国香港,,,程小东 Siu-Tung Ching,程小东,,Siu-Tung Ching,,"导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 中国香港 / 爱情 奇幻 武侠 古装",倩女幽魂,126,8.8,829823,1987
日本,日本,,,是枝裕和 Hirokazu Koreeda,是枝裕和,,Hirokazu Koreeda,,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情",无人知晓,127,9.1,368823,2004
美国,美国,,,"迪恩·德布洛斯 Dean DeBlois , 克里斯·桑德斯 Chris Sanders",迪恩·德布洛斯,克里斯·桑德斯,Dean DeBlois,Chris Sanders,"导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
                            2010 / 美国 / 动画 奇幻 冒险",驯龙高手,128,8.8,856162,2010
中国香港,中国香港,,,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...
                            2000 / 中国香港 / 剧情 爱情",花样年华,129,8.8,795373,2000
法国 英国 美国,法国,英国,美国,乔·怀特 Joe Wright,乔·怀特,,Joe Wright,,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情",傲慢与偏见,130,8.7,920738,2005
韩国,韩国,,,朴勋政 Hoon-jung Park,朴勋政,,Hoon-jung Park,,"导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...
                            2013 / 韩国 / 剧情 犯罪",新世界,131,8.9,520809,2013
美国,美国,,,克林特·伊斯特伍德 Clint Eastwood,克林特·伊斯特伍德,,Clint Eastwood,,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪",完美的世界,132,9.1,357372,1993
中国大陆 中国香港,中国大陆,中国香港,,姜文 Wen Jiang,姜文,,Wen Jiang,,"导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 中国香港 / 剧情 爱情",阳光灿烂的日子,133,8.8,690151,1994
美国,美国,,,李·昂克里奇 Lee Unkrich,李·昂克里奇,,Lee Unkrich,,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险",玩具总动员3,134,8.9,586707,2010
瑞典,瑞典,,,汉内斯·赫尔姆 Hannes Holm,汉内斯·赫尔姆,,Hannes Holm,,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情",一个叫欧维的男人决定去死,135,8.9,562240,2015
日本,日本,,,森淳一 Junichi Mori,森淳一,,Junichi Mori,,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情",小森林 夏秋篇,136,9.0,470073,2014
法国 德国,法国,德国,,让-皮埃尔·热内 Jean-Pierre Jeunet,让皮埃尔·热内,,- Jean-Pierre Jeunet,,"导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...
                            2001 / 法国 德国 / 剧情 喜剧 爱情",天使爱美丽,137,8.7,1016016,2001
美国,美国,,,"彼特·道格特 Pete Docter , 大卫·斯沃曼 David Silverman",彼特·道格特,大卫·斯沃曼,Pete Docter,David Silverman,"导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险",怪兽电力公司,138,8.8,763271,2001
中国台湾 中国大陆 美国 中国香港,中国台湾,中国大陆,"美国,中国香港",李安 Ang Lee,李安,,Ang Lee,,"导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...
                            2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色",色，戒,139,8.7,950828,2007
美国,美国,,,弗朗西斯·福特·科波拉 Francis Ford Coppola,弗朗西斯·福特·科波拉,,Francis Ford Coppola,,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪",教父3,140,9.0,427697,1990
日本,日本,,,近藤喜文 Yoshifumi Kondo,近藤喜文,,Yoshifumi Kondo,,"导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画",侧耳倾听,141,8.9,516721,1995
中国大陆,中国大陆,,,"王树忱 Shuchen Wang , 严定宪 Dingxian Yan",王树忱,严定宪,Shuchen Wang,Dingxian Yan,"导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻",哪吒闹海,142,9.2,305380,1979
意大利 法国 巴西 美国,意大利,法国,"巴西,美国",卢卡·瓜达尼诺 Luca Guadagnino,卢卡·瓜达尼诺,,Luca Guadagnino,,"导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...
                            2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性",请以你的名字呼唤我,143,8.8,816435,2017
美国,美国,,,史蒂文·斯皮尔伯格 Steven Spielberg,史蒂文·斯皮尔伯格,,Steven Spielberg,,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            2004 / 美国 / 喜剧 剧情 爱情",幸福终点站,144,8.8,636311,2004
中国香港,中国香港,,,王晶 Jing Wong,王晶,,Jing Wong,,"导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...
                            1994 / 中国香港 / 剧情 喜剧 古装",九品芝麻官,145,8.8,785765,1994
美国,美国,,,昆汀·塔伦蒂诺 Quentin Tarantino,昆汀·塔伦蒂诺,,Quentin Tarantino,,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险",被解救的姜戈,146,8.8,685255,2012
韩国,韩国,,,延尚昊 Sang-ho Yeon,延尚昊,,Sang-ho Yeon,,"导演: 延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...
                            2016 / 韩国 / 动作 惊悚 灾难",釜山行,147,8.6,1339399,2016
日本,日本,,,森淳一 Junichi Mori,森淳一,,Junichi Mori,,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情",小森林 冬春篇,148,9.0,417482,2015
美国 法国,美国,法国,,"皮艾尔·柯芬 Pierre Coffin , 克里斯·雷纳德 Chris Renaud",皮艾尔·柯芬,克里斯·雷纳德,Pierre Coffin,Chris Renaud,"导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 法国 / 喜剧 动画 冒险",神偷奶爸,149,8.7,1039524,2010
中国台湾 美国,中国台湾,美国,,李安 Ang Lee,李安,,Ang Lee,,"导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...
                            1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭",喜宴,150,9.0,426268,1993
日本,日本,,,大森贵弘 Takahiro Omori,大森贵弘,,Takahiro Omori,,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻",萤火之森,151,8.8,605186,2011
日本,日本,,,中岛哲也 Tetsuya Nakashima,中岛哲也,,Tetsuya Nakashima,,"导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 悬疑",告白,152,8.8,738105,2010
澳大利亚 美国,澳大利亚,美国,,亚当·艾略特 Adam Elliot,亚当·艾略特,,Adam Elliot,,"导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 美国 / 剧情 喜剧 动画",玛丽和麦克斯,153,9.0,466602,2009
日本,日本,,,黑泽明 Akira Kurosawa,黑泽明,,Akira Kurosawa,,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情",七武士,154,9.3,232687,1954
美国,美国,,,史蒂文·斯皮尔伯格 Steven Spielberg,史蒂文·斯皮尔伯格,,Steven Spielberg,,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...
                            2018 / 美国 / 动作 科幻 冒险",头号玩家,155,8.6,1505054,2018
英国 美国,英国,美国,,莫滕·泰杜姆 Morten Tyldum,莫滕·泰杜姆,,Morten Tyldum,,"导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
                            2014 / 英国 美国 / 剧情 传记 战争 同性",模仿游戏,156,8.8,715506,2014
美国,美国,,,蒂姆·波顿 Tim Burton,蒂姆·波顿,,Tim Burton,,"导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 爱情 奇幻 冒险",大鱼,157,8.8,622636,2003
美国,美国,,,阿尔弗雷德·希区柯克 Alfred Hitchcock,阿尔弗雷德·希区柯克,,Alfred Hitchcock,,"导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...
                            1960 / 美国 / 悬疑 惊悚 恐怖",惊魂记,158,9.0,351732,1960
中国香港,中国香港,,,刘镇伟 Jeffrey Lau,刘镇伟,,Jeffrey Lau,,"导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装",射雕英雄传之东成西就,159,8.7,712979,1993
澳大利亚 美国,澳大利亚,美国,,梅尔·吉布森 Mel Gibson,梅尔·吉布森,,Mel Gibson,,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 澳大利亚 美国 / 剧情 传记 历史 战争",血战钢锯岭,160,8.7,854303,2016
日本,日本,,,新海诚 Makoto Shinkai,新海诚,,Makoto Shinkai,,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画",你的名字。,161,8.5,1581096,2016
美国,美国,,,"彼特·道格特 Pete Docter , 凯普·鲍尔斯 Kemp Powers",彼特·道格特,凯普·鲍尔斯,Pete Docter,Kemp Powers,"导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...
                            2020 / 美国 / 动画 奇幻 音乐",心灵奇旅,162,8.7,1131082,2020
美国,美国,,,杰茜·尼尔森 Jessie Nelson,杰茜·尼尔森,,Jessie Nelson,,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭",我是山姆,163,9.0,373431,2001
中国大陆 中国香港,中国大陆,中国香港,,"黄建新 Jianxin Huang , 杨亚洲 Yazhou Yang",黄建新,杨亚洲,Jianxin Huang,Yazhou Yang,"导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...
                            1994 / 中国大陆 中国香港 / 剧情",背靠背，脸对脸,164,9.5,176598,1994
韩国,韩国,,,姜炯哲 Hyeong-Cheol Kang,姜炯哲,,Hyeong-Cheol Kang,,"导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧",阳光姐妹淘,165,8.8,634639,2011
韩国,韩国,,,金秉祐 Byeong-woo Kim,金秉祐,,Byeong-woo Kim,,"导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑",恐怖直播,166,8.7,723185,2013
美国,美国,,,"拉娜·沃卓斯基 Lana Wachowski , 莉莉·沃卓斯基 Lilly Wachowski   ",拉娜·沃卓斯基,莉莉·沃卓斯基,Lana Wachowski,Lilly Wachowski,"导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻",黑客帝国3：矩阵革命,167,8.8,493780,2003
美国 加拿大,美国,加拿大,,托德·菲利普斯 Todd Phillips,托德·菲利普斯,,Todd Phillips,,"导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...
                            2019 / 美国 加拿大 / 剧情 犯罪 惊悚",小丑,168,8.7,1118718,2019
英国 美国,英国,美国,,马丁·麦克唐纳 Martin McDonagh,马丁·麦克唐纳,,Martin McDonagh,,"导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...
                            2017 / 英国 美国 / 剧情 犯罪",三块广告牌,169,8.7,913429,2017
美国,美国,,,詹姆斯·温 James Wan,詹姆斯·温,,James Wan,,"导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 / 悬疑 惊悚 恐怖",电锯惊魂,170,8.7,607332,2004
美国 德国 法国 英国,美国,德国,"法国,英国",保罗·格林格拉斯 Paul Greengrass,保罗·格林格拉斯,,Paul Greengrass,,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 法国 英国 / 动作 悬疑 惊悚",谍影重重3,171,8.9,466872,2007
美国,美国,,,让-马克·瓦雷 Jean-Marc Vallée,让马克·瓦雷,,- Jean-Marc Vallée,,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性",达拉斯买家俱乐部,172,8.8,502447,2013
中国香港,中国香港,,,"刘伟强 Andrew Lau , 麦兆辉 Alan Mak",刘伟强,麦兆辉,Andrew Lau,Alan Mak,"导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak   主演: 陈冠希 Edison Chen / ...
                            2003 / 中国香港 / 剧情 犯罪 惊悚",无间道2,173,8.8,561377,2003
美国,美国,,,"科克·德·米科 Kirk De Micco , 克里斯·桑德斯 Chris Sanders",科克·德·米科,克里斯·桑德斯,Kirk De Micco,Chris Sanders,"导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险",疯狂原始人,174,8.7,915217,2013
美国 英国 法国,美国,英国,法国,雷德利·斯科特 Ridley Scott,雷德利·斯科特,,Ridley Scott,,"导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
                            1991 / 美国 英国 法国 / 犯罪 剧情 惊悚",末路狂花,175,9.0,339758,1991
中国大陆,中国大陆,,,谢晋 Jin Xie,谢晋,,Jin Xie,,"导演: 谢晋 Jin Xie   主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...
                            1984(中国大陆) / 1985 / 中国大陆 / 剧情 战争",高山下的花环,176,9.5,154602,1984
美国,美国,,,弗兰克·德拉邦特 Frank Darabont,弗兰克·德拉邦特,,Frank Darabont,,"导演: 弗兰克·德拉邦特 Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / ...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑",绿里奇迹,177,8.9,384782,1999
美国 希腊,美国,希腊,,理查德·林克莱特 Richard Linklater,理查德·林克莱特,,Richard Linklater,,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 希腊 / 剧情 爱情",爱在午夜降临前,178,8.9,468323,2013
日本,日本,,,是枝裕和 Hirokazu Koreeda,是枝裕和,,Hirokazu Koreeda,,"导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
                            2015 / 日本 / 剧情 家庭",海街日记,179,8.8,516284,2015
中国大陆 中国香港,中国大陆,中国香港,,宁浩 Hao Ning,宁浩,,Hao Ning,,"导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 中国香港 / 喜剧 犯罪",疯狂的石头,180,8.6,918755,2006
